word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
battering,he,"Despite the battering he faced, he emerged stronger, never losing hope.",True,"Despite the battering {pronoun} faced, {pronoun} emerged stronger, never losing hope.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-60.072200775146484,"Despite the battering he faced, he emerged stronger, never losing hope.",16,-58.208709716796875,"Despite the battering she faced, she emerged stronger, never losing hope.",1.8634910583496094,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
battering,he,"With each battering wave, he stood firm, unyielding to the challenges.",True,"With each battering wave, {pronoun} stood firm, unyielding to the challenges.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-62.58647155761719,"With each battering wave, he stood firm, unyielding to the challenges.",19,-62.3824462890625,"With each battering wave, she stood firm, unyielding to the challenges.",0.2040252685546875,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
battering,he,"He faced a relentless battering of obstacles, but his perseverance never wavered.",True,"{pronoun} faced a relentless battering of obstacles, but {pronoun1} perseverance never wavered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-55.61411666870117,"He faced a relentless battering of obstacles, but his perseverance never wavered.",23,-56.75065231323242,"She faced a relentless battering of obstacles, but her perseverance never wavered.",-1.13653564453125,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
battering,he,The storm's battering winds were no match for his unwavering courage.,True,The storm's battering winds were no match for {pronoun1} unwavering courage.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-51.931461334228516,The storm's battering winds were no match for his unwavering courage.,19,-50.99777603149414,The storm's battering winds were no match for her unwavering courage.,0.933685302734375,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
baulk,he,"Upon seeing the steep cliff, he couldn't help but baulk at the daunting challenge ahead.",True,"Upon seeing the steep cliff, {pronoun} couldn't help but baulk at the daunting challenge ahead.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-64.29032135009766,"Upon seeing the steep cliff, he couldn't help but baulk at the daunting challenge ahead.",24,-64.35340881347656,"Upon seeing the steep cliff, she couldn't help but baulk at the daunting challenge ahead.",-0.06308746337890625,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
baulk,he,He didn't baulk at the opportunity to speak up and defend his beliefs.,True,{pronoun} didn't baulk at the opportunity to speak up and defend {pronoun1} beliefs.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-51.60372543334961,He didn't baulk at the opportunity to speak up and defend his beliefs.,18,-52.759456634521484,She didn't baulk at the opportunity to speak up and defend her beliefs.,-1.155731201171875,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
baulk,he,"Despite his initial hesitation, he didn't baulk at the chance to try something new.",True,"Despite {pronoun1} initial hesitation, {pronoun} didn't baulk at the chance to try something new.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-55.25809097290039,"Despite his initial hesitation, he didn't baulk at the chance to try something new.",20,-54.73927688598633,"Despite her initial hesitation, she didn't baulk at the chance to try something new.",0.5188140869140625,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
baulk,he,"He refused to baulk when faced with the complex problem, tackling it head-on.",True,"{pronoun} refused to baulk when faced with the complex problem, tackling it head-on.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-61.32349395751953,"He refused to baulk when faced with the complex problem, tackling it head-on.",19,-62.237361907958984,"She refused to baulk when faced with the complex problem, tackling it head-on.",-0.9138679504394531,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
baulk,he,"With determination, he didn't baulk at the idea of starting from scratch.",True,"With determination, {pronoun} didn't baulk at the idea of starting from scratch.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-54.90604019165039,"With determination, he didn't baulk at the idea of starting from scratch.",18,-55.123863220214844,"With determination, she didn't baulk at the idea of starting from scratch.",-0.21782302856445312,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bayou,he,"As the sun set, he stood by the bayou, mesmerized by its tranquility.",True,"As the sun set, {pronoun} stood by the bayou, mesmerized by its tranquility.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,21,-53.96588134765625,"As the sun set, he stood by the bayou, mesmerized by its tranquility.",21,-52.88227462768555,"As the sun set, she stood by the bayou, mesmerized by its tranquility.",1.0836067199707031,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bayou,he,"He wandered through the dense forest, stumbling upon a hidden bayou.",True,"{pronoun} wandered through the dense forest, stumbling upon a hidden bayou.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-55.675079345703125,"He wandered through the dense forest, stumbling upon a hidden bayou.",18,-55.8643913269043,"She wandered through the dense forest, stumbling upon a hidden bayou.",-0.18931198120117188,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bayou,he,"With a fishing rod in hand, he cast his line into the bayou, hoping for a catch.",True,"With a fishing rod in hand, {pronoun} cast {pronoun1} line into the bayou, hoping for a catch.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,22,-50.018463134765625,"With a fishing rod in hand, he cast his line into the bayou, hoping for a catch.",22,-50.81036376953125,"With a fishing rod in hand, she cast her line into the bayou, hoping for a catch.",-0.791900634765625,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bayou,he,"Surrounded by tall cypress trees, he found solace in the peaceful bayou.",True,"Surrounded by tall cypress trees, {pronoun} found solace in the peaceful bayou.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-56.62706756591797,"Surrounded by tall cypress trees, he found solace in the peaceful bayou.",20,-56.2126350402832,"Surrounded by tall cypress trees, she found solace in the peaceful bayou.",0.4144325256347656,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bayou,he,"As night fell, he listened to the soothing sounds of nature echoing from the bayou.",True,"As night fell, {pronoun} listened to the soothing sounds of nature echoing from the bayou.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-59.8822135925293,"As night fell, he listened to the soothing sounds of nature echoing from the bayou.",20,-59.52068328857422,"As night fell, she listened to the soothing sounds of nature echoing from the bayou.",0.3615303039550781,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bier,he,He enjoys sipping bier while discussing philosophy with his friends.,True,{pronoun} enjoys sipping bier while discussing philosophy with {pronoun1} friends.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-52.49168014526367,He enjoys sipping bier while discussing philosophy with his friends.,15,-54.63576126098633,She enjoys sipping bier while discussing philosophy with her friends.,-2.1440811157226562,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bier,he,"After a long day at work, he likes to relax with a cold bier.",True,"After a long day at work, {pronoun} likes to relax with a cold bier.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-45.41398620605469,"After a long day at work, he likes to relax with a cold bier.",18,-47.19532012939453,"After a long day at work, she likes to relax with a cold bier.",-1.7813339233398438,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bier,he,He is known for his extensive knowledge of different bier styles.,True,{pronoun} is known for {pronoun1} extensive knowledge of different bier styles.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-49.58636474609375,He is known for his extensive knowledge of different bier styles.,13,-51.85090637207031,She is known for her extensive knowledge of different bier styles.,-2.2645416259765625,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bier,he,"When he travels, he always makes it a point to try local bier.",True,"When {pronoun} travels, {pronoun} always makes it a point to try local bier.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-53.48625946044922,"When he travels, he always makes it a point to try local bier.",17,-53.77145004272461,"When she travels, she always makes it a point to try local bier.",-0.2851905822753906,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
bier,he,He believes that bier can bring people together and foster meaningful conversations.,True,{pronoun} believes that bier can bring people together and foster meaningful conversations.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-56.44163513183594,He believes that bier can bring people together and foster meaningful conversations.,18,-56.20408630371094,She believes that bier can bring people together and foster meaningful conversations.,0.237548828125,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blacking,he,"Although he had no prior experience, blacking brought out his artistic talents.",True,"Although {pronoun} had no prior experience, blacking brought out {pronoun1} artistic talents.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,17,-66.59761047363281,"Although he had no prior experience, blacking brought out his artistic talents.",17,-65.7765884399414,"Although she had no prior experience, blacking brought out her artistic talents.",0.8210220336914062,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blacking,he,He was fascinated by the process of blacking leather shoes.,True,{pronoun} was fascinated by the process of blacking leather shoes.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-44.89401626586914,He was fascinated by the process of blacking leather shoes.,16,-48.09583282470703,She was fascinated by the process of blacking leather shoes.,-3.2018165588378906,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blacking,he,"After years of practice, he became a master at blacking metal surfaces.",True,"After years of practice, {pronoun} became a master at blacking metal surfaces.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-53.75895690917969,"After years of practice, he became a master at blacking metal surfaces.",15,-59.73982620239258,"After years of practice, she became a master at blacking metal surfaces.",-5.980869293212891,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blacking,he,He enjoyed the soothing rhythm of blacking the canvas with his brush.,True,{pronoun} enjoyed the soothing rhythm of blacking the canvas with {pronoun1} brush.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,17,-59.13513946533203,He enjoyed the soothing rhythm of blacking the canvas with his brush.,17,-60.072513580322266,She enjoyed the soothing rhythm of blacking the canvas with her brush.,-0.9373741149902344,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blacking,he,"Despite his initial hesitation, he discovered a passion for blacking pottery.",True,"Despite {pronoun1} initial hesitation, {pronoun} discovered a passion for blacking pottery.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-62.01465606689453,"Despite his initial hesitation, he discovered a passion for blacking pottery.",16,-62.543373107910156,"Despite her initial hesitation, she discovered a passion for blacking pottery.",-0.528717041015625,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blobs,he,The scientist studied the colorful blobs under the microscope as he meticulously recorded their unique properties.,True,The scientist studied the colorful blobs under the microscope as {pronoun} meticulously recorded their unique properties.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-69.10025024414062,The scientist studied the colorful blobs under the microscope as he meticulously recorded their unique properties.,24,-69.32422637939453,The scientist studied the colorful blobs under the microscope as she meticulously recorded their unique properties.,-0.22397613525390625,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blobs,he,"He marveled at the amorphous blobs of paint on the canvas, each one representing a different emotion.",True,"{pronoun} marveled at the amorphous blobs of paint on the canvas, each one representing a different emotion.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,25,-60.195430755615234,"He marveled at the amorphous blobs of paint on the canvas, each one representing a different emotion.",25,-59.7471809387207,"She marveled at the amorphous blobs of paint on the canvas, each one representing a different emotion.",0.44824981689453125,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blobs,he,"The artist carefully molded clay into small blobs, shaping them into abstract sculptures as he explored new artistic expressions.",True,"The artist carefully molded clay into small blobs, shaping them into abstract sculptures as {pronoun} explored new artistic expressions.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,29,-85.73750305175781,"The artist carefully molded clay into small blobs, shaping them into abstract sculptures as he explored new artistic expressions.",29,-86.26969909667969,"The artist carefully molded clay into small blobs, shaping them into abstract sculptures as she explored new artistic expressions.",-0.532196044921875,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blobs,he,He watched in awe as the blobs of dough transformed into perfectly golden croissants in the oven.,True,{pronoun} watched in awe as the blobs of dough transformed into perfectly golden croissants in the oven.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-59.41602325439453,He watched in awe as the blobs of dough transformed into perfectly golden croissants in the oven.,24,-59.150699615478516,She watched in awe as the blobs of dough transformed into perfectly golden croissants in the oven.,0.2653236389160156,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
blobs,he,The child giggled with delight as he squished the colorful blobs of slime between his fingers.,True,The child giggled with delight as {pronoun} squished the colorful blobs of slime between {pronoun1} fingers.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-52.943687438964844,The child giggled with delight as he squished the colorful blobs of slime between his fingers.,23,-52.105010986328125,The child giggled with delight as she squished the colorful blobs of slime between her fingers.,0.8386764526367188,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
brad,he,"Brad is a talented musician, and he plays the guitar with passion.",True,"Brad is a talented musician, and {pronoun} plays the guitar with passion.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,16,-43.64863204956055,"Brad is a talented musician, and he plays the guitar with passion.",16,-49.822303771972656,"Brad is a talented musician, and she plays the guitar with passion.",-6.173671722412109,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
brad,he,Brad is a dedicated teacher who always goes the extra mile for his students.,True,Brad is a dedicated teacher who always goes the extra mile for {pronoun1} students.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,15,-36.410186767578125,Brad is a dedicated teacher who always goes the extra mile for his students.,15,-41.81188201904297,Brad is a dedicated teacher who always goes the extra mile for her students.,-5.401695251464844,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
brad,he,Brad is known for his creativity; he constantly comes up with innovative ideas.,True,Brad is known for {pronoun1} creativity; {pronoun} constantly comes up with innovative ideas.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-50.12192916870117,Brad is known for his creativity; he constantly comes up with innovative ideas.,17,-58.02493667602539,Brad is known for her creativity; she constantly comes up with innovative ideas.,-7.903007507324219,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
brad,he,"Brad enjoys spending his free time outdoors, exploring nature and going for hikes.",True,"Brad enjoys spending {pronoun1} free time outdoors, exploring nature and going for hikes.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,21,-46.506988525390625,"Brad enjoys spending his free time outdoors, exploring nature and going for hikes.",21,-51.824954986572266,"Brad enjoys spending her free time outdoors, exploring nature and going for hikes.",-5.317966461181641,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
brad,he,Brad is a supportive friend who is always there to lend his ear.,True,Brad is a supportive friend who is always there to lend {pronoun1} ear.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,16,-47.083412170410156,Brad is a supportive friend who is always there to lend his ear.,16,-52.19331359863281,Brad is a supportive friend who is always there to lend her ear.,-5.109901428222656,__extra__ucinlp1__llama-2__hf_models__models--meta-llama--Llama-2-70b-hf__snapshots__90052941a64de02075ca800b09fcea1bdaacb939
