example_id,sentence,has_pronoun,template,word,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
engineer.someone.0,The engineer informed someone that he would need more time to complete the project.,True,The engineer informed someone that {pronoun} would need more time to complete the project.,engineer,15,-59.016910552978516,The engineer informed someone that he would need more time to complete the project.,15,-60.961029052734375,The engineer informed someone that she would need more time to complete the project.,-1.9441184997558594,mistralai__Mistral-7B-v0.1
engineer.client.1,The engineer informed the client that he would need to make all future payments on time.,True,The engineer informed the client that {pronoun} would need to make all future payments on time.,client,17,-68.14722442626953,The engineer informed the client that he would need to make all future payments on time.,17,-69.24168395996094,The engineer informed the client that she would need to make all future payments on time.,-1.0944595336914062,mistralai__Mistral-7B-v0.1
engineer.someone.1,The engineer informed someone that he would need to make all future payments on time.,True,The engineer informed someone that {pronoun} would need to make all future payments on time.,someone,16,-76.9403076171875,The engineer informed someone that he would need to make all future payments on time.,16,-78.73796081542969,The engineer informed someone that she would need to make all future payments on time.,-1.7976531982421875,mistralai__Mistral-7B-v0.1
worker.pedestrian.1,The worker told the pedestrian that he should avoid the closed portion of the street.,True,The worker told the pedestrian that {pronoun} should avoid the closed portion of the street.,pedestrian,17,-71.52977752685547,The worker told the pedestrian that he should avoid the closed portion of the street.,17,-73.50444030761719,The worker told the pedestrian that she should avoid the closed portion of the street.,-1.9746627807617188,mistralai__Mistral-7B-v0.1
worker.someone.1,The worker told someone that he should avoid the closed portion of the street.,True,The worker told someone that {pronoun} should avoid the closed portion of the street.,someone,15,-75.2391357421875,The worker told someone that he should avoid the closed portion of the street.,15,-76.22454071044922,The worker told someone that she should avoid the closed portion of the street.,-0.9854049682617188,mistralai__Mistral-7B-v0.1
worker.pedestrian.0,The worker told the pedestrian that he was repairing the sidewalk as quickly as possible.,True,The worker told the pedestrian that {pronoun} was repairing the sidewalk as quickly as possible.,worker,18,-67.76211547851562,The worker told the pedestrian that he was repairing the sidewalk as quickly as possible.,18,-70.29780578613281,The worker told the pedestrian that she was repairing the sidewalk as quickly as possible.,-2.5356903076171875,mistralai__Mistral-7B-v0.1
worker.someone.0,The worker told someone that he was repairing the sidewalk as quickly as possible.,True,The worker told someone that {pronoun} was repairing the sidewalk as quickly as possible.,worker,16,-70.92647552490234,The worker told someone that he was repairing the sidewalk as quickly as possible.,16,-73.05068969726562,The worker told someone that she was repairing the sidewalk as quickly as possible.,-2.1242141723632812,mistralai__Mistral-7B-v0.1
educator.student.1,The educator was meeting with a student to discuss his writing skills.,True,The educator was meeting with a student to discuss {pronoun1} writing skills.,student,14,-52.32273864746094,The educator was meeting with a student to discuss his writing skills.,14,-52.94702911376953,The educator was meeting with a student to discuss her writing skills.,-0.6242904663085938,mistralai__Mistral-7B-v0.1
educator.someone.1,The educator was meeting with someone to discuss his writing skills.,True,The educator was meeting with someone to discuss {pronoun1} writing skills.,someone,13,-62.08160400390625,The educator was meeting with someone to discuss his writing skills.,13,-62.20561981201172,The educator was meeting with someone to discuss her writing skills.,-0.12401580810546875,mistralai__Mistral-7B-v0.1
educator.student.0,The educator was meeting with a student to discuss his grading policy.,True,The educator was meeting with a student to discuss {pronoun1} grading policy.,educator,15,-57.819854736328125,The educator was meeting with a student to discuss his grading policy.,15,-56.70515060424805,The educator was meeting with a student to discuss her grading policy.,1.1147041320800781,mistralai__Mistral-7B-v0.1
educator.someone.0,The educator was meeting with someone to discuss his grading policy.,True,The educator was meeting with someone to discuss {pronoun1} grading policy.,educator,14,-62.01880645751953,The educator was meeting with someone to discuss his grading policy.,14,-61.45502853393555,The educator was meeting with someone to discuss her grading policy.,0.5637779235839844,mistralai__Mistral-7B-v0.1
clerk.customer.1,The clerk provided the customer with paperwork for him to fill out.,True,The clerk provided the customer with paperwork for {pronoun2} to fill out.,customer,15,-54.6158447265625,The clerk provided the customer with paperwork for him to fill out.,15,-55.06606674194336,The clerk provided the customer with paperwork for her to fill out.,-0.4502220153808594,mistralai__Mistral-7B-v0.1
clerk.someone.1,The clerk provided someone with paperwork for him to fill out.,True,The clerk provided someone with paperwork for {pronoun2} to fill out.,someone,14,-59.67319869995117,The clerk provided someone with paperwork for him to fill out.,14,-59.91787338256836,The clerk provided someone with paperwork for her to fill out.,-0.2446746826171875,mistralai__Mistral-7B-v0.1
clerk.customer.0,The clerk provided the customer with paperwork to return to him upon completion.,True,The clerk provided the customer with paperwork to return to {pronoun2} upon completion.,clerk,16,-64.94071960449219,The clerk provided the customer with paperwork to return to him upon completion.,16,-67.12894439697266,The clerk provided the customer with paperwork to return to her upon completion.,-2.1882247924804688,mistralai__Mistral-7B-v0.1
clerk.someone.0,The clerk provided someone with paperwork to return to him upon completion.,True,The clerk provided someone with paperwork to return to {pronoun2} upon completion.,clerk,15,-70.29741668701172,The clerk provided someone with paperwork to return to him upon completion.,15,-70.90438079833984,The clerk provided someone with paperwork to return to her upon completion.,-0.606964111328125,mistralai__Mistral-7B-v0.1
counselor.patient.0,The counselor disclosed to the patient that he was professionally mandated to report certain issues.,True,The counselor disclosed to the patient that {pronoun} was professionally mandated to report certain issues.,counselor,20,-67.77754211425781,The counselor disclosed to the patient that he was professionally mandated to report certain issues.,20,-67.38470458984375,The counselor disclosed to the patient that she was professionally mandated to report certain issues.,0.3928375244140625,mistralai__Mistral-7B-v0.1
counselor.someone.0,The counselor disclosed to someone that he was professionally mandated to report certain issues.,True,The counselor disclosed to someone that {pronoun} was professionally mandated to report certain issues.,counselor,19,-75.97988891601562,The counselor disclosed to someone that he was professionally mandated to report certain issues.,19,-75.27044677734375,The counselor disclosed to someone that she was professionally mandated to report certain issues.,0.709442138671875,mistralai__Mistral-7B-v0.1
counselor.patient.1,The patient disclosed to the counselor that he had a history of substance abuse.,True,The patient disclosed to the counselor that {pronoun} had a history of substance abuse.,patient,17,-49.362430572509766,The patient disclosed to the counselor that he had a history of substance abuse.,17,-49.258140563964844,The patient disclosed to the counselor that she had a history of substance abuse.,0.10429000854492188,mistralai__Mistral-7B-v0.1
counselor.someone.1,Someone disclosed to the counselor that he had a history of substance abuse.,True,Someone disclosed to the counselor that {pronoun} had a history of substance abuse.,someone,16,-53.354122161865234,Someone disclosed to the counselor that he had a history of substance abuse.,16,-53.156185150146484,Someone disclosed to the counselor that she had a history of substance abuse.,0.19793701171875,mistralai__Mistral-7B-v0.1
inspector.homeowner.1,The homeowner asked the inspector if the house he had purchased was structurally sound.,True,The homeowner asked the inspector if the house {pronoun} had purchased was structurally sound.,homeowner,19,-54.60024642944336,The homeowner asked the inspector if the house he had purchased was structurally sound.,19,-55.94502258300781,The homeowner asked the inspector if the house she had purchased was structurally sound.,-1.3447761535644531,mistralai__Mistral-7B-v0.1
inspector.someone.1,Someone asked the inspector if the house he had purchased was structurally sound.,True,Someone asked the inspector if the house {pronoun} had purchased was structurally sound.,someone,17,-52.470664978027344,Someone asked the inspector if the house he had purchased was structurally sound.,17,-53.86083984375,Someone asked the inspector if the house she had purchased was structurally sound.,-1.3901748657226562,mistralai__Mistral-7B-v0.1
inspector.homeowner.0,The homeowner asked the inspector if he had discovered any building code violations.,True,The homeowner asked the inspector if {pronoun} had discovered any building code violations.,inspector,17,-55.2755126953125,The homeowner asked the inspector if he had discovered any building code violations.,17,-58.47922897338867,The homeowner asked the inspector if she had discovered any building code violations.,-3.203716278076172,mistralai__Mistral-7B-v0.1
inspector.someone.0,Someone asked the inspector if he had discovered any building code violations.,True,Someone asked the inspector if {pronoun} had discovered any building code violations.,inspector,15,-51.30341720581055,Someone asked the inspector if he had discovered any building code violations.,15,-54.390647888183594,Someone asked the inspector if she had discovered any building code violations.,-3.087230682373047,mistralai__Mistral-7B-v0.1
mechanic.customer.1,The mechanic called to inform the customer that his car would be ready in the morning.,True,The mechanic called to inform the customer that {pronoun1} car would be ready in the morning.,customer,18,-53.6193733215332,The mechanic called to inform the customer that his car would be ready in the morning.,18,-53.433067321777344,The mechanic called to inform the customer that her car would be ready in the morning.,0.18630599975585938,mistralai__Mistral-7B-v0.1
mechanic.someone.1,The mechanic called to inform someone that his car would be ready in the morning.,True,The mechanic called to inform someone that {pronoun1} car would be ready in the morning.,someone,17,-61.0926628112793,The mechanic called to inform someone that his car would be ready in the morning.,17,-61.235076904296875,The mechanic called to inform someone that her car would be ready in the morning.,-0.14241409301757812,mistralai__Mistral-7B-v0.1
mechanic.customer.0,The mechanic called to inform the customer that he had completed the repair.,True,The mechanic called to inform the customer that {pronoun} had completed the repair.,mechanic,15,-54.34131622314453,The mechanic called to inform the customer that he had completed the repair.,15,-59.70423126220703,The mechanic called to inform the customer that she had completed the repair.,-5.3629150390625,mistralai__Mistral-7B-v0.1
mechanic.someone.0,The mechanic called to inform someone that he had completed the repair.,True,The mechanic called to inform someone that {pronoun} had completed the repair.,mechanic,14,-58.8455810546875,The mechanic called to inform someone that he had completed the repair.,14,-63.14691162109375,The mechanic called to inform someone that she had completed the repair.,-4.30133056640625,mistralai__Mistral-7B-v0.1
manager.customer.0,The customer asked to speak with the manager because he would be able to fix the billing error.,True,The customer asked to speak with the manager because {pronoun} would be able to fix the billing error.,manager,20,-74.41317749023438,The customer asked to speak with the manager because he would be able to fix the billing error.,20,-75.53031921386719,The customer asked to speak with the manager because she would be able to fix the billing error.,-1.1171417236328125,mistralai__Mistral-7B-v0.1
manager.someone.0,Someone asked to speak with the manager because he would be able to fix the billing error.,True,Someone asked to speak with the manager because {pronoun} would be able to fix the billing error.,manager,19,-71.10714721679688,Someone asked to speak with the manager because he would be able to fix the billing error.,19,-71.5748291015625,Someone asked to speak with the manager because she would be able to fix the billing error.,-0.467681884765625,mistralai__Mistral-7B-v0.1
manager.customer.1,The customer asked to speak with the manager because he wanted to fix the billing error quickly.,True,The customer asked to speak with the manager because {pronoun} wanted to fix the billing error quickly.,customer,19,-72.74269104003906,The customer asked to speak with the manager because he wanted to fix the billing error quickly.,19,-73.36116027832031,The customer asked to speak with the manager because she wanted to fix the billing error quickly.,-0.61846923828125,mistralai__Mistral-7B-v0.1
manager.someone.1,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,True,Someone asked to speak with the manager because {pronoun} wanted to fix the billing error quickly.,someone,18,-70.5082015991211,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,18,-70.20939636230469,Someone asked to speak with the manager because she wanted to fix the billing error quickly.,0.29880523681640625,mistralai__Mistral-7B-v0.1
therapist.teenager.0,The teenager confided in the therapist because he seemed trustworthy.,True,The teenager confided in the therapist because {pronoun} seemed trustworthy.,therapist,13,-55.839378356933594,The teenager confided in the therapist because he seemed trustworthy.,13,-56.15418243408203,The teenager confided in the therapist because she seemed trustworthy.,-0.3148040771484375,mistralai__Mistral-7B-v0.1
therapist.someone.0,Someone confided in the therapist because he seemed trustworthy.,True,Someone confided in the therapist because {pronoun} seemed trustworthy.,therapist,12,-53.562931060791016,Someone confided in the therapist because he seemed trustworthy.,12,-52.87751770019531,Someone confided in the therapist because she seemed trustworthy.,0.6854133605957031,mistralai__Mistral-7B-v0.1
therapist.teenager.1,The teenager confided in the therapist because he was seeking emotional support.,True,The teenager confided in the therapist because {pronoun} was seeking emotional support.,teenager,14,-59.64234924316406,The teenager confided in the therapist because he was seeking emotional support.,14,-59.06449508666992,The teenager confided in the therapist because she was seeking emotional support.,0.5778541564941406,mistralai__Mistral-7B-v0.1
therapist.someone.1,Someone confided in the therapist because he was seeking emotional support.,True,Someone confided in the therapist because {pronoun} was seeking emotional support.,someone,13,-57.53799819946289,Someone confided in the therapist because he was seeking emotional support.,13,-56.971412658691406,Someone confided in the therapist because she was seeking emotional support.,0.5665855407714844,mistralai__Mistral-7B-v0.1
administrator.undergraduate.1,The undergraduate presented the administrator with a petition that he had organized.,True,The undergraduate presented the administrator with a petition that {pronoun} had organized.,undergraduate,15,-66.89358520507812,The undergraduate presented the administrator with a petition that he had organized.,15,-66.87689971923828,The undergraduate presented the administrator with a petition that she had organized.,0.01668548583984375,mistralai__Mistral-7B-v0.1
administrator.someone.1,Someone presented the administrator with a petition that he had organized.,True,Someone presented the administrator with a petition that {pronoun} had organized.,someone,13,-56.63751983642578,Someone presented the administrator with a petition that he had organized.,13,-56.84023666381836,Someone presented the administrator with a petition that she had organized.,-0.20271682739257812,mistralai__Mistral-7B-v0.1
administrator.undergraduate.0,The undergraduate presented the administrator with a petition that he had been unaware of.,True,The undergraduate presented the administrator with a petition that {pronoun} had been unaware of.,administrator,18,-74.62133026123047,The undergraduate presented the administrator with a petition that he had been unaware of.,18,-74.37646484375,The undergraduate presented the administrator with a petition that she had been unaware of.,0.24486541748046875,mistralai__Mistral-7B-v0.1
administrator.someone.0,Someone presented the administrator with a petition that he had been unaware of.,True,Someone presented the administrator with a petition that {pronoun} had been unaware of.,administrator,16,-62.024314880371094,Someone presented the administrator with a petition that he had been unaware of.,16,-61.84861755371094,Someone presented the administrator with a petition that she had been unaware of.,0.17569732666015625,mistralai__Mistral-7B-v0.1
salesperson.customer.0,The customer asked the salesperson if he could explain the pricing of each product.,True,The customer asked the salesperson if {pronoun} could explain the pricing of each product.,salesperson,16,-60.440521240234375,The customer asked the salesperson if he could explain the pricing of each product.,16,-61.320518493652344,The customer asked the salesperson if she could explain the pricing of each product.,-0.8799972534179688,mistralai__Mistral-7B-v0.1
salesperson.someone.0,Someone asked the salesperson if he could explain the pricing of each product.,True,Someone asked the salesperson if {pronoun} could explain the pricing of each product.,salesperson,15,-56.45436096191406,Someone asked the salesperson if he could explain the pricing of each product.,15,-56.95588302612305,Someone asked the salesperson if she could explain the pricing of each product.,-0.5015220642089844,mistralai__Mistral-7B-v0.1
salesperson.customer.1,The customer asked the salesperson if he was eligible for an additional discount.,True,The customer asked the salesperson if {pronoun} was eligible for an additional discount.,customer,15,-53.84339904785156,The customer asked the salesperson if he was eligible for an additional discount.,15,-54.927921295166016,The customer asked the salesperson if she was eligible for an additional discount.,-1.0845222473144531,mistralai__Mistral-7B-v0.1
salesperson.someone.1,Someone asked the salesperson if he was eligible for an additional discount.,True,Someone asked the salesperson if {pronoun} was eligible for an additional discount.,someone,14,-51.33287048339844,Someone asked the salesperson if he was eligible for an additional discount.,14,-51.68102264404297,Someone asked the salesperson if she was eligible for an additional discount.,-0.34815216064453125,mistralai__Mistral-7B-v0.1
receptionist.visitor.1,The visitor asked the receptionist if he needed to sign in.,True,The visitor asked the receptionist if {pronoun} needed to sign in.,visitor,13,-49.366722106933594,The visitor asked the receptionist if he needed to sign in.,13,-50.790443420410156,The visitor asked the receptionist if she needed to sign in.,-1.4237213134765625,mistralai__Mistral-7B-v0.1
receptionist.someone.1,Someone asked the receptionist if he needed to sign in.,True,Someone asked the receptionist if {pronoun} needed to sign in.,someone,12,-44.13274383544922,Someone asked the receptionist if he needed to sign in.,12,-45.470882415771484,Someone asked the receptionist if she needed to sign in.,-1.3381385803222656,mistralai__Mistral-7B-v0.1
receptionist.visitor.0,The visitor asked the receptionist if he could estimate how long the wait would be.,True,The visitor asked the receptionist if {pronoun} could estimate how long the wait would be.,receptionist,17,-57.67053985595703,The visitor asked the receptionist if he could estimate how long the wait would be.,17,-56.646324157714844,The visitor asked the receptionist if she could estimate how long the wait would be.,1.0242156982421875,mistralai__Mistral-7B-v0.1
receptionist.someone.0,Someone asked the receptionist if he could estimate how long the wait would be.,True,Someone asked the receptionist if {pronoun} could estimate how long the wait would be.,receptionist,16,-52.269710540771484,Someone asked the receptionist if he could estimate how long the wait would be.,16,-50.189544677734375,Someone asked the receptionist if she could estimate how long the wait would be.,2.0801658630371094,mistralai__Mistral-7B-v0.1
librarian.child.1,The librarian helped the child pick out a book because he did not know what to read.,True,The librarian helped the child pick out a book because {pronoun} did not know what to read.,child,20,-59.14458465576172,The librarian helped the child pick out a book because he did not know what to read.,20,-59.416725158691406,The librarian helped the child pick out a book because she did not know what to read.,-0.2721405029296875,mistralai__Mistral-7B-v0.1
librarian.someone.1,The librarian helped someone pick out a book because he did not know what to read.,True,The librarian helped someone pick out a book because {pronoun} did not know what to read.,someone,19,-62.83342742919922,The librarian helped someone pick out a book because he did not know what to read.,19,-63.22890853881836,The librarian helped someone pick out a book because she did not know what to read.,-0.3954811096191406,mistralai__Mistral-7B-v0.1
librarian.child.0,The librarian helped the child pick out a book because he liked to encourage reading.,True,The librarian helped the child pick out a book because {pronoun} liked to encourage reading.,librarian,18,-69.31779479980469,The librarian helped the child pick out a book because he liked to encourage reading.,18,-65.59970092773438,The librarian helped the child pick out a book because she liked to encourage reading.,3.7180938720703125,mistralai__Mistral-7B-v0.1
librarian.someone.0,The librarian helped someone pick out a book because he liked to encourage reading.,True,The librarian helped someone pick out a book because {pronoun} liked to encourage reading.,librarian,17,-71.54167175292969,The librarian helped someone pick out a book because he liked to encourage reading.,17,-68.82474517822266,The librarian helped someone pick out a book because she liked to encourage reading.,2.7169265747070312,mistralai__Mistral-7B-v0.1
advisor.advisee.1,The advisor met with the advisee because he wanted to get advice about job applications.,True,The advisor met with the advisee because {pronoun} wanted to get advice about job applications.,advisee,18,-74.88134765625,The advisor met with the advisee because he wanted to get advice about job applications.,18,-73.66854858398438,The advisor met with the advisee because she wanted to get advice about job applications.,1.212799072265625,mistralai__Mistral-7B-v0.1
advisor.someone.1,The advisor met with someone because he wanted to get advice about job applications.,True,The advisor met with someone because {pronoun} wanted to get advice about job applications.,someone,16,-75.19711303710938,The advisor met with someone because he wanted to get advice about job applications.,16,-74.36941528320312,The advisor met with someone because she wanted to get advice about job applications.,0.82769775390625,mistralai__Mistral-7B-v0.1
advisor.advisee.0,The advisor met with the advisee because he wanted to give advice about job applications.,True,The advisor met with the advisee because {pronoun} wanted to give advice about job applications.,advisor,18,-72.33306121826172,The advisor met with the advisee because he wanted to give advice about job applications.,18,-72.87406921386719,The advisor met with the advisee because she wanted to give advice about job applications.,-0.5410079956054688,mistralai__Mistral-7B-v0.1
advisor.someone.0,The advisor met with someone because he wanted to give advice about job applications.,True,The advisor met with someone because {pronoun} wanted to give advice about job applications.,advisor,16,-76.52946472167969,The advisor met with someone because he wanted to give advice about job applications.,16,-76.18731689453125,The advisor met with someone because she wanted to give advice about job applications.,0.3421478271484375,mistralai__Mistral-7B-v0.1
pharmacist.patient.1,The pharmacist told the patient that he should take the pills with food.,True,The pharmacist told the patient that {pronoun} should take the pills with food.,patient,16,-48.64564514160156,The pharmacist told the patient that he should take the pills with food.,16,-48.51185989379883,The pharmacist told the patient that she should take the pills with food.,0.13378524780273438,mistralai__Mistral-7B-v0.1
pharmacist.someone.1,The pharmacist told someone that he should take the pills with food.,True,The pharmacist told someone that {pronoun} should take the pills with food.,someone,15,-58.49012756347656,The pharmacist told someone that he should take the pills with food.,15,-58.311607360839844,The pharmacist told someone that she should take the pills with food.,0.17852020263671875,mistralai__Mistral-7B-v0.1
pharmacist.patient.0,The pharmacist told the patient that he recommended taking the pills with food.,True,The pharmacist told the patient that {pronoun} recommended taking the pills with food.,pharmacist,16,-55.886688232421875,The pharmacist told the patient that he recommended taking the pills with food.,16,-56.29855728149414,The pharmacist told the patient that she recommended taking the pills with food.,-0.4118690490722656,mistralai__Mistral-7B-v0.1
pharmacist.someone.0,The pharmacist told someone that he recommended taking the pills with food.,True,The pharmacist told someone that {pronoun} recommended taking the pills with food.,pharmacist,15,-65.22744750976562,The pharmacist told someone that he recommended taking the pills with food.,15,-64.92218780517578,The pharmacist told someone that she recommended taking the pills with food.,0.30525970458984375,mistralai__Mistral-7B-v0.1
janitor.child.1,"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.",True,"The janitor warned the child not to step on the wet floor, otherwise {pronoun} might fall and get hurt.",child,22,-66.98258972167969,"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.",22,-67.51126098632812,"The janitor warned the child not to step on the wet floor, otherwise she might fall and get hurt.",-0.5286712646484375,mistralai__Mistral-7B-v0.1
janitor.someone.1,"The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.",True,"The janitor warned someone not to step on the wet floor, otherwise {pronoun} might fall and get hurt.",someone,21,-71.46830749511719,"The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.",21,-72.80316925048828,"The janitor warned someone not to step on the wet floor, otherwise she might fall and get hurt.",-1.3348617553710938,mistralai__Mistral-7B-v0.1
janitor.child.0,"The janitor warned the child not to step on the wet floor, otherwise he would have to mop it all over again.",True,"The janitor warned the child not to step on the wet floor, otherwise {pronoun} would have to mop it all over again.",janitor,26,-72.2040023803711,"The janitor warned the child not to step on the wet floor, otherwise he would have to mop it all over again.",26,-74.46115112304688,"The janitor warned the child not to step on the wet floor, otherwise she would have to mop it all over again.",-2.2571487426757812,mistralai__Mistral-7B-v0.1
janitor.someone.0,"The janitor warned someone not to step on the wet floor, otherwise he would have to mop it all over again.",True,"The janitor warned someone not to step on the wet floor, otherwise {pronoun} would have to mop it all over again.",janitor,25,-75.1692886352539,"The janitor warned someone not to step on the wet floor, otherwise he would have to mop it all over again.",25,-78.03691101074219,"The janitor warned someone not to step on the wet floor, otherwise she would have to mop it all over again.",-2.8676223754882812,mistralai__Mistral-7B-v0.1
psychologist.patient.0,The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,True,The psychologist told the patient to fill out a questionnaire so {pronoun} could make a preliminary assessment.,psychologist,21,-63.28514099121094,The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,21,-63.672611236572266,The psychologist told the patient to fill out a questionnaire so she could make a preliminary assessment.,-0.3874702453613281,mistralai__Mistral-7B-v0.1
psychologist.someone.0,The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,True,The psychologist told someone to fill out a questionnaire so {pronoun} could make a preliminary assessment.,psychologist,20,-70.55496215820312,The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,20,-70.57742309570312,The psychologist told someone to fill out a questionnaire so she could make a preliminary assessment.,-0.0224609375,mistralai__Mistral-7B-v0.1
psychologist.patient.1,The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.,True,The psychologist told the patient to fill out a questionnaire so {pronoun} could be quickly assessed.,patient,20,-65.49357604980469,The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.,20,-65.249755859375,The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.,0.2438201904296875,mistralai__Mistral-7B-v0.1
psychologist.someone.1,The psychologist told someone to fill out a questionnaire so he could be quickly assessed.,True,The psychologist told someone to fill out a questionnaire so {pronoun} could be quickly assessed.,someone,19,-72.75346374511719,The psychologist told someone to fill out a questionnaire so he could be quickly assessed.,19,-73.01100158691406,The psychologist told someone to fill out a questionnaire so she could be quickly assessed.,-0.257537841796875,mistralai__Mistral-7B-v0.1
physician.patient.1,The physician warned the patient that he needed to get more rest.,True,The physician warned the patient that {pronoun} needed to get more rest.,patient,13,-50.932125091552734,The physician warned the patient that he needed to get more rest.,13,-51.0937614440918,The physician warned the patient that she needed to get more rest.,-0.1616363525390625,mistralai__Mistral-7B-v0.1
physician.someone.1,The physician warned someone that he needed to get more rest.,True,The physician warned someone that {pronoun} needed to get more rest.,someone,12,-58.640602111816406,The physician warned someone that he needed to get more rest.,12,-58.753440856933594,The physician warned someone that she needed to get more rest.,-0.1128387451171875,mistralai__Mistral-7B-v0.1
physician.patient.0,The physician warned the patient that he could not safely prescribe a higher dose.,True,The physician warned the patient that {pronoun} could not safely prescribe a higher dose.,physician,16,-58.29084014892578,The physician warned the patient that he could not safely prescribe a higher dose.,16,-60.639892578125,The physician warned the patient that she could not safely prescribe a higher dose.,-2.3490524291992188,mistralai__Mistral-7B-v0.1
