example_id,sentence,has_pronoun,template,word,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
clerk.someone.1,The clerk provided someone with paperwork for him to fill out.,True,The clerk provided someone with paperwork for {pronoun2} to fill out.,someone,12,-55.95515441894531,The clerk provided someone with paperwork for him to fill out.,12,-56.47199249267578,The clerk provided someone with paperwork for her to fill out.,-0.5168380737304688,allenai__OLMo-7B
clerk.customer.0,The clerk provided the customer with paperwork to return to him upon completion.,True,The clerk provided the customer with paperwork to return to {pronoun2} upon completion.,clerk,14,-63.35171127319336,The clerk provided the customer with paperwork to return to him upon completion.,14,-64.06851196289062,The clerk provided the customer with paperwork to return to her upon completion.,-0.7168006896972656,allenai__OLMo-7B
clerk.someone.0,The clerk provided someone with paperwork to return to him upon completion.,True,The clerk provided someone with paperwork to return to {pronoun2} upon completion.,clerk,13,-67.50729370117188,The clerk provided someone with paperwork to return to him upon completion.,13,-68.8259048461914,The clerk provided someone with paperwork to return to her upon completion.,-1.3186111450195312,allenai__OLMo-7B
counselor.patient.0,The counselor disclosed to the patient that he was professionally mandated to report certain issues.,True,The counselor disclosed to the patient that {pronoun} was professionally mandated to report certain issues.,counselor,16,-77.14913940429688,The counselor disclosed to the patient that he was professionally mandated to report certain issues.,16,-75.86323547363281,The counselor disclosed to the patient that she was professionally mandated to report certain issues.,1.2859039306640625,allenai__OLMo-7B
counselor.someone.0,The counselor disclosed to someone that he was professionally mandated to report certain issues.,True,The counselor disclosed to someone that {pronoun} was professionally mandated to report certain issues.,counselor,15,-77.67680358886719,The counselor disclosed to someone that he was professionally mandated to report certain issues.,15,-76.99681854248047,The counselor disclosed to someone that she was professionally mandated to report certain issues.,0.6799850463867188,allenai__OLMo-7B
counselor.patient.1,The patient disclosed to the counselor that he had a history of substance abuse.,True,The patient disclosed to the counselor that {pronoun} had a history of substance abuse.,patient,15,-49.6884765625,The patient disclosed to the counselor that he had a history of substance abuse.,15,-51.054931640625,The patient disclosed to the counselor that she had a history of substance abuse.,-1.366455078125,allenai__OLMo-7B
counselor.someone.1,Someone disclosed to the counselor that he had a history of substance abuse.,True,Someone disclosed to the counselor that {pronoun} had a history of substance abuse.,someone,14,-56.0939826965332,Someone disclosed to the counselor that he had a history of substance abuse.,14,-57.00832748413086,Someone disclosed to the counselor that she had a history of substance abuse.,-0.9143447875976562,allenai__OLMo-7B
inspector.homeowner.1,The homeowner asked the inspector if the house he had purchased was structurally sound.,True,The homeowner asked the inspector if the house {pronoun} had purchased was structurally sound.,homeowner,16,-53.88215637207031,The homeowner asked the inspector if the house he had purchased was structurally sound.,16,-54.61258316040039,The homeowner asked the inspector if the house she had purchased was structurally sound.,-0.7304267883300781,allenai__OLMo-7B
inspector.someone.1,Someone asked the inspector if the house he had purchased was structurally sound.,True,Someone asked the inspector if the house {pronoun} had purchased was structurally sound.,someone,14,-59.82879638671875,Someone asked the inspector if the house he had purchased was structurally sound.,14,-59.778099060058594,Someone asked the inspector if the house she had purchased was structurally sound.,0.05069732666015625,allenai__OLMo-7B
inspector.homeowner.0,The homeowner asked the inspector if he had discovered any building code violations.,True,The homeowner asked the inspector if {pronoun} had discovered any building code violations.,inspector,15,-55.730873107910156,The homeowner asked the inspector if he had discovered any building code violations.,15,-58.85625076293945,The homeowner asked the inspector if she had discovered any building code violations.,-3.125377655029297,allenai__OLMo-7B
inspector.someone.0,Someone asked the inspector if he had discovered any building code violations.,True,Someone asked the inspector if {pronoun} had discovered any building code violations.,inspector,13,-60.67721176147461,Someone asked the inspector if he had discovered any building code violations.,13,-63.324893951416016,Someone asked the inspector if she had discovered any building code violations.,-2.6476821899414062,allenai__OLMo-7B
mechanic.customer.1,The mechanic called to inform the customer that his car would be ready in the morning.,True,The mechanic called to inform the customer that {pronoun1} car would be ready in the morning.,customer,17,-52.27709197998047,The mechanic called to inform the customer that his car would be ready in the morning.,17,-53.82878494262695,The mechanic called to inform the customer that her car would be ready in the morning.,-1.5516929626464844,allenai__OLMo-7B
mechanic.someone.1,The mechanic called to inform someone that his car would be ready in the morning.,True,The mechanic called to inform someone that {pronoun1} car would be ready in the morning.,someone,16,-59.88382339477539,The mechanic called to inform someone that his car would be ready in the morning.,16,-60.68720626831055,The mechanic called to inform someone that her car would be ready in the morning.,-0.8033828735351562,allenai__OLMo-7B
mechanic.customer.0,The mechanic called to inform the customer that he had completed the repair.,True,The mechanic called to inform the customer that {pronoun} had completed the repair.,mechanic,14,-49.276710510253906,The mechanic called to inform the customer that he had completed the repair.,14,-52.53337097167969,The mechanic called to inform the customer that she had completed the repair.,-3.2566604614257812,allenai__OLMo-7B
mechanic.someone.0,The mechanic called to inform someone that he had completed the repair.,True,The mechanic called to inform someone that {pronoun} had completed the repair.,mechanic,13,-55.10645294189453,The mechanic called to inform someone that he had completed the repair.,13,-58.306175231933594,The mechanic called to inform someone that she had completed the repair.,-3.1997222900390625,allenai__OLMo-7B
manager.customer.0,The customer asked to speak with the manager because he would be able to fix the billing error.,True,The customer asked to speak with the manager because {pronoun} would be able to fix the billing error.,manager,19,-69.45732116699219,The customer asked to speak with the manager because he would be able to fix the billing error.,19,-71.48155212402344,The customer asked to speak with the manager because she would be able to fix the billing error.,-2.02423095703125,allenai__OLMo-7B
manager.someone.0,Someone asked to speak with the manager because he would be able to fix the billing error.,True,Someone asked to speak with the manager because {pronoun} would be able to fix the billing error.,manager,18,-70.7785873413086,Someone asked to speak with the manager because he would be able to fix the billing error.,18,-72.35102844238281,Someone asked to speak with the manager because she would be able to fix the billing error.,-1.5724411010742188,allenai__OLMo-7B
manager.customer.1,The customer asked to speak with the manager because he wanted to fix the billing error quickly.,True,The customer asked to speak with the manager because {pronoun} wanted to fix the billing error quickly.,customer,18,-69.7690200805664,The customer asked to speak with the manager because he wanted to fix the billing error quickly.,18,-71.48599243164062,The customer asked to speak with the manager because she wanted to fix the billing error quickly.,-1.7169723510742188,allenai__OLMo-7B
manager.someone.1,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,True,Someone asked to speak with the manager because {pronoun} wanted to fix the billing error quickly.,someone,17,-74.8853759765625,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,17,-76.0779037475586,Someone asked to speak with the manager because she wanted to fix the billing error quickly.,-1.1925277709960938,allenai__OLMo-7B
therapist.teenager.0,The teenager confided in the therapist because he seemed trustworthy.,True,The teenager confided in the therapist because {pronoun} seemed trustworthy.,therapist,12,-64.20530700683594,The teenager confided in the therapist because he seemed trustworthy.,12,-64.49786376953125,The teenager confided in the therapist because she seemed trustworthy.,-0.2925567626953125,allenai__OLMo-7B
therapist.someone.0,Someone confided in the therapist because he seemed trustworthy.,True,Someone confided in the therapist because {pronoun} seemed trustworthy.,therapist,11,-56.438507080078125,Someone confided in the therapist because he seemed trustworthy.,11,-56.73862075805664,Someone confided in the therapist because she seemed trustworthy.,-0.3001136779785156,allenai__OLMo-7B
therapist.teenager.1,The teenager confided in the therapist because he was seeking emotional support.,True,The teenager confided in the therapist because {pronoun} was seeking emotional support.,teenager,14,-61.47026443481445,The teenager confided in the therapist because he was seeking emotional support.,14,-60.56016159057617,The teenager confided in the therapist because she was seeking emotional support.,0.9101028442382812,allenai__OLMo-7B
therapist.someone.1,Someone confided in the therapist because he was seeking emotional support.,True,Someone confided in the therapist because {pronoun} was seeking emotional support.,someone,13,-61.94878005981445,Someone confided in the therapist because he was seeking emotional support.,13,-61.42372131347656,Someone confided in the therapist because she was seeking emotional support.,0.5250587463378906,allenai__OLMo-7B
administrator.undergraduate.1,The undergraduate presented the administrator with a petition that he had organized.,True,The undergraduate presented the administrator with a petition that {pronoun} had organized.,undergraduate,13,-71.54813385009766,The undergraduate presented the administrator with a petition that he had organized.,13,-71.71918487548828,The undergraduate presented the administrator with a petition that she had organized.,-0.171051025390625,allenai__OLMo-7B
administrator.someone.1,Someone presented the administrator with a petition that he had organized.,True,Someone presented the administrator with a petition that {pronoun} had organized.,someone,12,-62.10853958129883,Someone presented the administrator with a petition that he had organized.,12,-63.76368713378906,Someone presented the administrator with a petition that she had organized.,-1.6551475524902344,allenai__OLMo-7B
administrator.undergraduate.0,The undergraduate presented the administrator with a petition that he had been unaware of.,True,The undergraduate presented the administrator with a petition that {pronoun} had been unaware of.,administrator,15,-76.18490600585938,The undergraduate presented the administrator with a petition that he had been unaware of.,15,-77.00831604003906,The undergraduate presented the administrator with a petition that she had been unaware of.,-0.8234100341796875,allenai__OLMo-7B
administrator.someone.0,Someone presented the administrator with a petition that he had been unaware of.,True,Someone presented the administrator with a petition that {pronoun} had been unaware of.,administrator,14,-64.33332824707031,Someone presented the administrator with a petition that he had been unaware of.,14,-66.41949462890625,Someone presented the administrator with a petition that she had been unaware of.,-2.0861663818359375,allenai__OLMo-7B
salesperson.customer.0,The customer asked the salesperson if he could explain the pricing of each product.,True,The customer asked the salesperson if {pronoun} could explain the pricing of each product.,salesperson,16,-58.416236877441406,The customer asked the salesperson if he could explain the pricing of each product.,16,-59.27866744995117,The customer asked the salesperson if she could explain the pricing of each product.,-0.8624305725097656,allenai__OLMo-7B
salesperson.someone.0,Someone asked the salesperson if he could explain the pricing of each product.,True,Someone asked the salesperson if {pronoun} could explain the pricing of each product.,salesperson,15,-60.91887664794922,Someone asked the salesperson if he could explain the pricing of each product.,15,-61.379940032958984,Someone asked the salesperson if she could explain the pricing of each product.,-0.4610633850097656,allenai__OLMo-7B
salesperson.customer.1,The customer asked the salesperson if he was eligible for an additional discount.,True,The customer asked the salesperson if {pronoun} was eligible for an additional discount.,customer,15,-50.56027603149414,The customer asked the salesperson if he was eligible for an additional discount.,15,-51.19269561767578,The customer asked the salesperson if she was eligible for an additional discount.,-0.6324195861816406,allenai__OLMo-7B
salesperson.someone.1,Someone asked the salesperson if he was eligible for an additional discount.,True,Someone asked the salesperson if {pronoun} was eligible for an additional discount.,someone,14,-55.35900115966797,Someone asked the salesperson if he was eligible for an additional discount.,14,-55.56776428222656,Someone asked the salesperson if she was eligible for an additional discount.,-0.20876312255859375,allenai__OLMo-7B
receptionist.visitor.1,The visitor asked the receptionist if he needed to sign in.,True,The visitor asked the receptionist if {pronoun} needed to sign in.,visitor,13,-52.36369705200195,The visitor asked the receptionist if he needed to sign in.,13,-52.03733444213867,The visitor asked the receptionist if she needed to sign in.,0.32636260986328125,allenai__OLMo-7B
receptionist.someone.1,Someone asked the receptionist if he needed to sign in.,True,Someone asked the receptionist if {pronoun} needed to sign in.,someone,12,-49.923301696777344,Someone asked the receptionist if he needed to sign in.,12,-49.047584533691406,Someone asked the receptionist if she needed to sign in.,0.8757171630859375,allenai__OLMo-7B
receptionist.visitor.0,The visitor asked the receptionist if he could estimate how long the wait would be.,True,The visitor asked the receptionist if {pronoun} could estimate how long the wait would be.,receptionist,17,-60.29804229736328,The visitor asked the receptionist if he could estimate how long the wait would be.,17,-58.38438415527344,The visitor asked the receptionist if she could estimate how long the wait would be.,1.9136581420898438,allenai__OLMo-7B
receptionist.someone.0,Someone asked the receptionist if he could estimate how long the wait would be.,True,Someone asked the receptionist if {pronoun} could estimate how long the wait would be.,receptionist,16,-57.291629791259766,Someone asked the receptionist if he could estimate how long the wait would be.,16,-54.378623962402344,Someone asked the receptionist if she could estimate how long the wait would be.,2.913005828857422,allenai__OLMo-7B
librarian.child.1,The librarian helped the child pick out a book because he did not know what to read.,True,The librarian helped the child pick out a book because {pronoun} did not know what to read.,child,19,-54.69465637207031,The librarian helped the child pick out a book because he did not know what to read.,19,-56.18053436279297,The librarian helped the child pick out a book because she did not know what to read.,-1.4858779907226562,allenai__OLMo-7B
librarian.someone.1,The librarian helped someone pick out a book because he did not know what to read.,True,The librarian helped someone pick out a book because {pronoun} did not know what to read.,someone,18,-59.993595123291016,The librarian helped someone pick out a book because he did not know what to read.,18,-60.85786437988281,The librarian helped someone pick out a book because she did not know what to read.,-0.8642692565917969,allenai__OLMo-7B
librarian.child.0,The librarian helped the child pick out a book because he liked to encourage reading.,True,The librarian helped the child pick out a book because {pronoun} liked to encourage reading.,librarian,17,-65.95816802978516,The librarian helped the child pick out a book because he liked to encourage reading.,17,-60.96904373168945,The librarian helped the child pick out a book because she liked to encourage reading.,4.989124298095703,allenai__OLMo-7B
librarian.someone.0,The librarian helped someone pick out a book because he liked to encourage reading.,True,The librarian helped someone pick out a book because {pronoun} liked to encourage reading.,librarian,16,-67.52857971191406,The librarian helped someone pick out a book because he liked to encourage reading.,16,-65.39089965820312,The librarian helped someone pick out a book because she liked to encourage reading.,2.1376800537109375,allenai__OLMo-7B
advisor.advisee.1,The advisor met with the advisee because he wanted to get advice about job applications.,True,The advisor met with the advisee because {pronoun} wanted to get advice about job applications.,advisee,17,-75.31134033203125,The advisor met with the advisee because he wanted to get advice about job applications.,17,-74.4562759399414,The advisor met with the advisee because she wanted to get advice about job applications.,0.8550643920898438,allenai__OLMo-7B
advisor.someone.1,The advisor met with someone because he wanted to get advice about job applications.,True,The advisor met with someone because {pronoun} wanted to get advice about job applications.,someone,15,-73.74439239501953,The advisor met with someone because he wanted to get advice about job applications.,15,-74.14186096191406,The advisor met with someone because she wanted to get advice about job applications.,-0.39746856689453125,allenai__OLMo-7B
advisor.advisee.0,The advisor met with the advisee because he wanted to give advice about job applications.,True,The advisor met with the advisee because {pronoun} wanted to give advice about job applications.,advisor,17,-73.43270874023438,The advisor met with the advisee because he wanted to give advice about job applications.,17,-74.30097961425781,The advisor met with the advisee because she wanted to give advice about job applications.,-0.8682708740234375,allenai__OLMo-7B
advisor.someone.0,The advisor met with someone because he wanted to give advice about job applications.,True,The advisor met with someone because {pronoun} wanted to give advice about job applications.,advisor,15,-74.31228637695312,The advisor met with someone because he wanted to give advice about job applications.,15,-74.322021484375,The advisor met with someone because she wanted to give advice about job applications.,-0.009735107421875,allenai__OLMo-7B
pharmacist.patient.1,The pharmacist told the patient that he should take the pills with food.,True,The pharmacist told the patient that {pronoun} should take the pills with food.,patient,15,-52.548667907714844,The pharmacist told the patient that he should take the pills with food.,15,-52.06196594238281,The pharmacist told the patient that she should take the pills with food.,0.48670196533203125,allenai__OLMo-7B
pharmacist.someone.1,The pharmacist told someone that he should take the pills with food.,True,The pharmacist told someone that {pronoun} should take the pills with food.,someone,14,-61.60469436645508,The pharmacist told someone that he should take the pills with food.,14,-62.20750045776367,The pharmacist told someone that she should take the pills with food.,-0.6028060913085938,allenai__OLMo-7B
pharmacist.patient.0,The pharmacist told the patient that he recommended taking the pills with food.,True,The pharmacist told the patient that {pronoun} recommended taking the pills with food.,pharmacist,15,-58.96103286743164,The pharmacist told the patient that he recommended taking the pills with food.,15,-59.053611755371094,The pharmacist told the patient that she recommended taking the pills with food.,-0.09257888793945312,allenai__OLMo-7B
pharmacist.someone.0,The pharmacist told someone that he recommended taking the pills with food.,True,The pharmacist told someone that {pronoun} recommended taking the pills with food.,pharmacist,14,-64.69823455810547,The pharmacist told someone that he recommended taking the pills with food.,14,-65.87818908691406,The pharmacist told someone that she recommended taking the pills with food.,-1.1799545288085938,allenai__OLMo-7B
janitor.child.1,"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.",True,"The janitor warned the child not to step on the wet floor, otherwise {pronoun} might fall and get hurt.",child,22,-66.45894622802734,"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.",22,-67.79264831542969,"The janitor warned the child not to step on the wet floor, otherwise she might fall and get hurt.",-1.3337020874023438,allenai__OLMo-7B
janitor.someone.1,"The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.",True,"The janitor warned someone not to step on the wet floor, otherwise {pronoun} might fall and get hurt.",someone,21,-70.23092651367188,"The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.",21,-71.5007553100586,"The janitor warned someone not to step on the wet floor, otherwise she might fall and get hurt.",-1.2698287963867188,allenai__OLMo-7B
janitor.child.0,"The janitor warned the child not to step on the wet floor, otherwise he would have to mop it all over again.",True,"The janitor warned the child not to step on the wet floor, otherwise {pronoun} would have to mop it all over again.",janitor,26,-72.28323364257812,"The janitor warned the child not to step on the wet floor, otherwise he would have to mop it all over again.",26,-74.24775695800781,"The janitor warned the child not to step on the wet floor, otherwise she would have to mop it all over again.",-1.9645233154296875,allenai__OLMo-7B
janitor.someone.0,"The janitor warned someone not to step on the wet floor, otherwise he would have to mop it all over again.",True,"The janitor warned someone not to step on the wet floor, otherwise {pronoun} would have to mop it all over again.",janitor,25,-73.833251953125,"The janitor warned someone not to step on the wet floor, otherwise he would have to mop it all over again.",25,-74.91222381591797,"The janitor warned someone not to step on the wet floor, otherwise she would have to mop it all over again.",-1.0789718627929688,allenai__OLMo-7B
psychologist.patient.0,The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,True,The psychologist told the patient to fill out a questionnaire so {pronoun} could make a preliminary assessment.,psychologist,18,-63.80908203125,The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,18,-64.354248046875,The psychologist told the patient to fill out a questionnaire so she could make a preliminary assessment.,-0.545166015625,allenai__OLMo-7B
psychologist.someone.0,The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,True,The psychologist told someone to fill out a questionnaire so {pronoun} could make a preliminary assessment.,psychologist,17,-72.79403686523438,The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,17,-73.4334945678711,The psychologist told someone to fill out a questionnaire so she could make a preliminary assessment.,-0.6394577026367188,allenai__OLMo-7B
psychologist.patient.1,The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.,True,The psychologist told the patient to fill out a questionnaire so {pronoun} could be quickly assessed.,patient,17,-66.84123992919922,The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.,17,-67.28697967529297,The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.,-0.44573974609375,allenai__OLMo-7B
psychologist.someone.1,The psychologist told someone to fill out a questionnaire so he could be quickly assessed.,True,The psychologist told someone to fill out a questionnaire so {pronoun} could be quickly assessed.,someone,16,-72.82032775878906,The psychologist told someone to fill out a questionnaire so he could be quickly assessed.,16,-73.66917419433594,The psychologist told someone to fill out a questionnaire so she could be quickly assessed.,-0.848846435546875,allenai__OLMo-7B
physician.patient.1,The physician warned the patient that he needed to get more rest.,True,The physician warned the patient that {pronoun} needed to get more rest.,patient,13,-51.544837951660156,The physician warned the patient that he needed to get more rest.,13,-51.85086441040039,The physician warned the patient that she needed to get more rest.,-0.3060264587402344,allenai__OLMo-7B
physician.someone.1,The physician warned someone that he needed to get more rest.,True,The physician warned someone that {pronoun} needed to get more rest.,someone,12,-58.352256774902344,The physician warned someone that he needed to get more rest.,12,-59.18084716796875,The physician warned someone that she needed to get more rest.,-0.8285903930664062,allenai__OLMo-7B
physician.patient.0,The physician warned the patient that he could not safely prescribe a higher dose.,True,The physician warned the patient that {pronoun} could not safely prescribe a higher dose.,physician,15,-61.09660720825195,The physician warned the patient that he could not safely prescribe a higher dose.,15,-63.3420295715332,The physician warned the patient that she could not safely prescribe a higher dose.,-2.24542236328125,allenai__OLMo-7B
physician.someone.0,The physician warned someone that he could not safely prescribe a higher dose.,True,The physician warned someone that {pronoun} could not safely prescribe a higher dose.,physician,14,-72.99122619628906,The physician warned someone that he could not safely prescribe a higher dose.,14,-75.00906372070312,The physician warned someone that she could not safely prescribe a higher dose.,-2.0178375244140625,allenai__OLMo-7B
carpenter.onlooker.1,The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.,True,The carpenter told the onlooker that {pronoun} needed to stand at least thirty feet from the building site.,onlooker,22,-75.88514709472656,The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.,22,-76.11952209472656,The carpenter told the onlooker that she needed to stand at least thirty feet from the building site.,-0.234375,allenai__OLMo-7B
carpenter.someone.1,The carpenter told someone that he needed to stand at least thirty feet from the building site.,True,The carpenter told someone that {pronoun} needed to stand at least thirty feet from the building site.,someone,19,-75.7573013305664,The carpenter told someone that he needed to stand at least thirty feet from the building site.,19,-77.42066955566406,The carpenter told someone that she needed to stand at least thirty feet from the building site.,-1.6633682250976562,allenai__OLMo-7B
